UF = 11 - Rondônia
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
2016;Total;4004;1790;1545;2679;2169;1804;4582;4109;0;22682;4004;1790;1545;2679;2169;1804;4582;4109;0;22682
;5ª Completo Fundamental;19;8;13;10;17;12;12;55;0;146;19;8;13;10;17;12;12;55;0;146
;6ª a 9ª Fundamental;57;22;32;54;33;49;98;131;0;476;57;22;32;54;33;49;98;131;0;476
;Analfabeto;2;2;0;1;1;3;2;1;0;12;2;2;0;1;1;3;2;1;0;12
;Até 5ª Incompleto;28;10;10;17;11;15;33;79;0;203;28;10;10;17;11;15;33;79;0;203
;Doutorado;1;0;0;2;1;0;2;0;0;6;1;0;0;2;1;0;2;0;0;6
;Fundamental Completo;166;57;39;68;104;48;165;129;0;776;166;57;39;68;104;48;165;129;0;776
;Mestrado;2;1;1;1;1;3;9;0;0;18;2;1;1;1;1;3;9;0;0;18
;Médio Completo;2781;1126;906;1580;1344;1056;2638;2573;0;14004;2781;1126;906;1580;1344;1056;2638;2573;0;14004
;Médio Incompleto;221;104;61;108;98;115;270;239;0;1216;221;104;61;108;98;115;270;239;0;1216
;Superior Completo;455;347;373;675;460;416;1230;778;0;4734;455;347;373;675;460;416;1230;778;0;4734
;Superior Incompleto;272;113;110;163;99;87;123;124;0;1091;272;113;110;163;99;87;123;124;0;1091
2017;Total;4149;1847;1617;2783;2286;1801;2777;4243;0;21503;4149;1847;1617;2783;2286;1801;2777;4243;0;21503
;5ª Completo Fundamental;27;8;11;8;14;17;7;50;0;142;27;8;11;8;14;17;7;50;0;142
;6ª a 9ª Fundamental;68;19;27;37;29;34;36;119;0;369;68;19;27;37;29;34;36;119;0;369
;Analfabeto;1;1;0;1;0;3;2;2;0;10;1;1;0;1;0;3;2;2;0;10
;Até 5ª Incompleto;31;11;11;17;10;15;10;74;0;179;31;11;11;17;10;15;10;74;0;179
;Doutorado;2;0;0;1;0;0;3;0;0;6;2;0;0;1;0;0;3;0;0;6
;Fundamental Completo;141;50;42;68;85;73;99;120;0;678;141;50;42;68;85;73;99;120;0;678
;Mestrado;3;2;1;1;1;4;13;1;0;26;3;2;1;1;1;4;13;1;0;26
;Médio Completo;2888;1145;917;1687;1432;1094;1629;2632;0;13424;2888;1145;917;1687;1432;1094;1629;2632;0;13424
;Médio Incompleto;209;106;64;101;86;102;114;250;0;1032;209;106;64;101;86;102;114;250;0;1032
;Superior Completo;494;392;424;722;523;372;815;869;0;4611;494;392;424;722;523;372;815;869;0;4611
;Superior Incompleto;285;113;120;140;106;87;49;126;0;1026;285;113;120;140;106;87;49;126;0;1026
2018;Total;4439;2104;2005;2658;2445;1685;2916;4967;0;23219;4439;2104;2005;2658;2445;1685;2916;4967;0;23219
;5ª Completo Fundamental;30;11;7;14;11;11;7;59;0;150;30;11;7;14;11;11;7;59;0;150
;6ª a 9ª Fundamental;67;34;32;48;25;30;55;124;0;415;67;34;32;48;25;30;55;124;0;415
;Analfabeto;3;3;0;2;1;2;2;1;0;14;3;3;0;2;1;2;2;1;0;14
;Até 5ª Incompleto;38;12;13;21;8;16;11;72;0;191;38;12;13;21;8;16;11;72;0;191
;Doutorado;2;0;0;2;0;0;3;1;0;8;2;0;0;2;0;0;3;1;0;8
;Fundamental Completo;122;49;41;59;91;49;116;166;0;693;122;49;41;59;91;49;116;166;0;693
;Mestrado;2;1;0;2;0;2;14;2;0;23;2;1;0;2;0;2;14;2;0;23
;Médio Completo;3048;1281;1173;1468;1437;983;1696;3117;0;14203;3048;1281;1173;1468;1437;983;1696;3117;0;14203
;Médio Incompleto;207;97;72;96;98;69;113;277;0;1029;207;97;72;96;98;69;113;277;0;1029
;Superior Completo;594;482;531;780;607;427;830;1032;0;5283;594;482;531;780;607;427;830;1032;0;5283
;Superior Incompleto;326;134;136;166;167;96;69;116;0;1210;326;134;136;166;167;96;69;116;0;1210
2019;Total;4742;2149;1868;2398;2662;2012;2014;5676;1104;24625;4742;2149;1868;2398;2662;2012;2014;5676;1104;24625
;5ª Completo Fundamental;35;6;5;14;8;13;10;39;27;157;35;6;5;14;8;13;10;39;27;157
;6ª a 9ª Fundamental;68;26;24;38;24;28;32;106;76;422;68;26;24;38;24;28;32;106;76;422
;Analfabeto;5;1;0;1;0;2;2;1;0;12;5;1;0;1;0;2;2;1;0;12
;Até 5ª Incompleto;36;11;14;13;18;20;13;33;44;202;36;11;14;13;18;20;13;33;44;202
;Doutorado;1;0;0;1;0;0;3;7;0;12;1;0;0;1;0;0;3;7;0;12
;Fundamental Completo;121;50;33;50;60;59;64;196;246;879;121;50;33;50;60;59;64;196;246;879
;Mestrado;5;1;0;1;1;5;9;3;0;25;5;1;0;1;1;5;9;3;0;25
;Médio Completo;3156;1291;1045;1390;1577;1080;1120;3585;444;14688;3156;1291;1045;1390;1577;1080;1120;3585;444;14688
;Médio Incompleto;225;77;67;76;118;67;73;274;41;1018;225;77;67;76;118;67;73;274;41;1018
;Superior Completo;731;528;529;674;662;618;633;1308;226;5909;731;528;529;674;662;618;633;1308;226;5909
;Superior Incompleto;359;158;151;140;194;120;55;124;0;1301;359;158;151;140;194;120;55;124;0;1301
2020;Total;4737;2268;1942;2634;2410;2339;2682;5694;1117;25823;4737;2268;1942;2634;2410;2339;2682;5694;1117;25823
;5ª Completo Fundamental;33;7;4;8;12;10;8;34;24;140;33;7;4;8;12;10;8;34;24;140
;6ª a 9ª Fundamental;52;32;14;35;32;23;31;101;71;391;52;32;14;35;32;23;31;101;71;391
;Analfabeto;3;1;0;1;0;4;1;4;0;14;3;1;0;1;0;4;1;4;0;14
;Até 5ª Incompleto;27;12;13;20;9;18;14;34;42;189;27;12;13;20;9;18;14;34;42;189
;Doutorado;1;0;0;0;0;0;3;7;0;11;1;0;0;0;0;0;3;7;0;11
;Fundamental Completo;109;59;33;41;52;47;65;181;233;820;109;59;33;41;52;47;65;181;233;820
;Mestrado;2;1;1;1;0;3;12;3;0;23;2;1;1;1;0;3;12;3;0;23
;Médio Completo;3205;1418;1154;1501;1454;1439;1538;3604;467;15780;3205;1418;1154;1501;1454;1439;1538;3604;467;15780
;Médio Incompleto;211;75;65;92;78;87;72;262;37;979;211;75;65;92;78;87;72;262;37;979
;Superior Completo;744;518;518;761;629;585;868;1355;243;6221;744;518;518;761;629;585;868;1355;243;6221
;Superior Incompleto;350;145;140;174;144;123;70;109;0;1255;350;145;140;174;144;123;70;109;0;1255
2021;Total;5305;2726;2212;3264;2697;2133;1972;6433;1280;28022;5305;2726;2212;3264;2697;2133;1972;6433;1280;28022
;5ª Completo Fundamental;32;13;1;15;5;15;4;30;24;139;32;13;1;15;5;15;4;30;24;139
;6ª a 9ª Fundamental;59;23;11;40;19;25;24;101;71;373;59;23;11;40;19;25;24;101;71;373
;Analfabeto;5;3;0;1;0;2;0;6;0;17;5;3;0;1;0;2;0;6;0;17
;Até 5ª Incompleto;33;24;13;20;6;16;10;40;36;198;33;24;13;20;6;16;10;40;36;198
;Doutorado;1;1;0;0;0;4;0;25;0;31;1;1;0;0;0;4;0;25;0;31
;Fundamental Completo;118;57;32;39;46;43;48;203;264;850;118;57;32;39;46;43;48;203;264;850
;Mestrado;3;2;1;0;3;27;1;7;0;44;3;2;1;0;3;27;1;7;0;44
;Médio Completo;3632;1692;1325;1876;1640;1070;1252;4016;553;17056;3632;1692;1325;1876;1640;1070;1252;4016;553;17056
;Médio Incompleto;222;110;64;108;88;73;69;293;57;1084;222;110;64;108;88;73;69;293;57;1084
;Superior Completo;820;603;595;967;721;734;515;1604;275;6834;820;603;595;967;721;734;515;1604;275;6834
;Superior Incompleto;380;198;170;198;169;124;49;108;0;1396;380;198;170;198;169;124;49;108;0;1396
Total;Total;31294;14553;12683;19225;16926;12911;21790;34481;3501;167364;31294;14553;12683;19225;16926;12911;21790;34481;3501;167364
;5ª Completo Fundamental;199;64;52;89;84;89;66;295;75;1013;199;64;52;89;84;89;66;295;75;1013
;6ª a 9ª Fundamental;436;178;172;324;188;217;390;805;218;2928;436;178;172;324;188;217;390;805;218;2928
;Analfabeto;21;12;1;11;4;19;12;15;0;95;21;12;1;11;4;19;12;15;0;95
;Até 5ª Incompleto;224;88;79;136;74;117;140;369;122;1349;224;88;79;136;74;117;140;369;122;1349
;Doutorado;9;1;0;7;2;5;16;41;0;81;9;1;0;7;2;5;16;41;0;81
;Fundamental Completo;951;384;261;404;547;348;761;1166;743;5565;951;384;261;404;547;348;761;1166;743;5565
;Mestrado;19;8;4;6;12;46;67;16;0;178;19;8;4;6;12;46;67;16;0;178
;Médio Completo;21426;8986;7399;11119;10339;7385;12842;21609;1464;102569;21426;8986;7399;11119;10339;7385;12842;21609;1464;102569
;Médio Incompleto;1535;684;456;702;663;611;938;1826;135;7550;1535;684;456;702;663;611;938;1826;135;7550
;Superior Completo;4259;3177;3310;5279;4029;3382;5976;7527;744;37683;4259;3177;3310;5279;4029;3382;5976;7527;744;37683
;Superior Incompleto;2215;971;949;1148;984;692;582;812;0;8353;2215;971;949;1148;984;692;582;812;0;8353
UF = 52 - Goiás
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total
2015;Total;7556;3208;3104;5875;4706;8807;5273;2080;6958;47567;7556;3208;3104;5875;4706;8807;5273;2080;6958;47567
;5ª Completo Fundamental;73;27;22;46;53;107;63;37;44;472;73;27;22;46;53;107;63;37;44;472
;6ª a 9ª Fundamental;138;56;63;105;105;278;187;110;150;1192;138;56;63;105;105;278;187;110;150;1192
;Analfabeto;4;1;2;1;17;4;8;1;0;38;4;1;2;1;17;4;8;1;0;38
;Até 5ª Incompleto;39;21;34;42;45;68;100;61;89;499;39;21;34;42;45;68;100;61;89;499
;Doutorado;2;0;0;0;3;2;2;1;8;18;2;0;0;0;3;2;2;1;8;18
;Fundamental Completo;427;205;194;251;195;484;234;114;247;2351;427;205;194;251;195;484;234;114;247;2351
;Mestrado;4;3;7;2;2;8;1;0;16;43;4;3;7;2;2;8;1;0;16;43
;Médio Completo;5326;2110;1855;3616;2928;5519;3482;928;3955;29719;5326;2110;1855;3616;2928;5519;3482;928;3955;29719
;Médio Incompleto;517;162;187;341;307;509;308;136;199;2666;517;162;187;341;307;509;308;136;199;2666
;Superior Completo;632;449;568;1162;828;1471;709;609;2091;8519;632;449;568;1162;828;1471;709;609;2091;8519
;Superior Incompleto;394;174;172;309;223;357;179;83;159;2050;394;174;172;309;223;357;179;83;159;2050
2016;Total;7612;3218;3314;5605;4922;8607;5456;2137;7203;48074;7612;3218;3314;5605;4922;8607;5456;2137;7203;48074
;5ª Completo Fundamental;66;15;22;40;52;92;50;33;46;416;66;15;22;40;52;92;50;33;46;416
;6ª a 9ª Fundamental;141;50;62;102;102;227;139;104;156;1083;141;50;62;102;102;227;139;104;156;1083
;Analfabeto;6;0;1;2;4;4;7;0;0;24;6;0;1;2;4;4;7;0;0;24
;Até 5ª Incompleto;36;14;29;41;47;82;75;52;83;459;36;14;29;41;47;82;75;52;83;459
;Doutorado;3;0;0;1;1;2;3;1;8;19;3;0;0;1;1;2;3;1;8;19
;Fundamental Completo;405;182;173;247;171;441;207;122;234;2182;405;182;173;247;171;441;207;122;234;2182
;Mestrado;4;4;1;2;4;3;4;0;15;37;4;4;1;2;4;3;4;0;15;37
;Médio Completo;5374;2144;2022;3325;3167;5338;3693;958;4087;30108;5374;2144;2022;3325;3167;5338;3693;958;4087;30108
;Médio Incompleto;452;161;186;363;293;441;325;123;216;2560;452;161;186;363;293;441;325;123;216;2560
;Superior Completo;714;483;619;1190;862;1643;766;655;2157;9089;714;483;619;1190;862;1643;766;655;2157;9089
;Superior Incompleto;411;165;199;292;219;334;187;89;201;2097;411;165;199;292;219;334;187;89;201;2097
2017;Total;7914;3356;3501;5883;5183;8156;6442;3767;6964;51166;7914;3356;3501;5883;5183;8156;6442;3767;6964;51166
;5ª Completo Fundamental;57;20;25;63;47;92;40;69;21;434;57;20;25;63;47;92;40;69;21;434
;6ª a 9ª Fundamental;135;62;51;81;103;214;139;205;152;1142;135;62;51;81;103;214;139;205;152;1142
;Analfabeto;6;1;1;2;5;1;10;0;0;26;6;1;1;2;5;1;10;0;0;26
;Até 5ª Incompleto;37;21;33;36;47;78;67;78;36;433;37;21;33;36;47;78;67;78;36;433
;Doutorado;2;0;0;1;2;2;3;2;7;19;2;0;0;1;2;2;3;2;7;19
;Fundamental Completo;361;164;179;228;168;386;206;226;201;2119;361;164;179;228;168;386;206;226;201;2119
;Mestrado;3;4;0;3;4;6;4;0;26;50;3;4;0;3;4;6;4;0;26;50
;Médio Completo;5697;2184;2140;3494;3326;5084;4272;1901;3918;32016;5697;2184;2140;3494;3326;5084;4272;1901;3918;32016
;Médio Incompleto;426;135;182;346;273;420;290;236;130;2438;426;135;182;346;273;420;290;236;130;2438
;Superior Completo;786;589;707;1322;952;1605;1194;902;2270;10327;786;589;707;1322;952;1605;1194;902;2270;10327
;Superior Incompleto;404;176;183;307;256;268;217;148;203;2162;404;176;183;307;256;268;217;148;203;2162
2018;Total;8134;3689;3689;5894;5727;7388;8343;5235;5888;53987;8134;3689;3689;5894;5727;7388;8343;5235;5888;53987
;5ª Completo Fundamental;61;24;22;38;50;87;44;32;14;372;61;24;22;38;50;87;44;32;14;372
;6ª a 9ª Fundamental;112;57;49;103;109;188;135;210;130;1093;112;57;49;103;109;188;135;210;130;1093
;Analfabeto;8;3;0;0;8;0;11;0;0;30;8;3;0;0;8;0;11;0;0;30
;Até 5ª Incompleto;31;18;35;36;55;69;94;54;26;418;31;18;35;36;55;69;94;54;26;418
;Doutorado;2;0;1;2;1;4;4;1;7;22;2;0;1;2;1;4;4;1;7;22
;Fundamental Completo;351;187;143;216;181;364;300;274;154;2170;351;187;143;216;181;364;300;274;154;2170
;Mestrado;4;5;2;25;11;6;5;0;24;82;4;5;2;25;11;6;5;0;24;82
;Médio Completo;5798;2354;2308;3347;3577;4629;5294;2796;3166;33269;5798;2354;2308;3347;3577;4629;5294;2796;3166;33269
;Médio Incompleto;392;145;133;343;219;323;317;231;92;2195;392;145;133;343;219;323;317;231;92;2195
;Superior Completo;916;683;779;1444;1230;1461;1808;1472;2050;11843;916;683;779;1444;1230;1461;1808;1472;2050;11843
;Superior Incompleto;459;213;217;340;286;257;331;165;225;2493;459;213;217;340;286;257;331;165;225;2493
2019;Total;8669;4018;3757;6125;5288;8891;8114;7673;5496;58031;8669;4018;3757;6125;5288;8891;8114;7673;5496;58031
;5ª Completo Fundamental;54;29;23;31;43;135;64;55;9;443;54;29;23;31;43;135;64;55;9;443
;6ª a 9ª Fundamental;116;59;44;85;122;188;166;235;111;1126;116;59;44;85;122;188;166;235;111;1126
;Analfabeto;22;9;1;1;8;8;8;2;1;60;22;9;1;1;8;8;8;2;1;60
;Até 5ª Incompleto;48;15;32;36;51;93;91;77;17;460;48;15;32;36;51;93;91;77;17;460
;Doutorado;0;2;0;3;2;8;3;37;5;60;0;2;0;3;2;8;3;37;5;60
;Fundamental Completo;315;205;127;210;178;400;345;284;127;2191;315;205;127;210;178;400;345;284;127;2191
;Mestrado;5;5;2;21;14;13;8;93;21;182;5;5;2;21;14;13;8;93;21;182
;Médio Completo;6148;2584;2315;3634;3219;5375;5019;3954;2886;35134;6148;2584;2315;3634;3219;5375;5019;3954;2886;35134
;Médio Incompleto;370;135;134;297;193;399;428;331;76;2363;370;135;134;297;193;399;428;331;76;2363
;Superior Completo;1090;729;842;1465;1202;1992;1725;2376;2014;13435;1090;729;842;1465;1202;1992;1725;2376;2014;13435
;Superior Incompleto;501;246;237;342;256;280;257;229;229;2577;501;246;237;342;256;280;257;229;229;2577
2020;Total;8692;3889;3840;6173;4597;10091;7986;10035;4868;60171;8692;3889;3840;6173;4597;10091;7986;10035;4868;60171
;5ª Completo Fundamental;53;21;20;35;34;58;63;36;11;331;53;21;20;35;34;58;63;36;11;331
;6ª a 9ª Fundamental;114;43;57;78;65;168;139;210;62;936;114;43;57;78;65;168;139;210;62;936
;Analfabeto;22;13;2;4;5;7;9;3;1;66;22;13;2;4;5;7;9;3;1;66
;Até 5ª Incompleto;50;18;29;34;38;57;73;81;14;394;50;18;29;34;38;57;73;81;14;394
;Doutorado;1;3;0;1;4;2;4;43;4;62;1;3;0;1;4;2;4;43;4;62
;Fundamental Completo;276;173;108;187;149;283;265;240;91;1772;276;173;108;187;149;283;265;240;91;1772
;Mestrado;3;3;3;17;11;34;12;109;27;219;3;3;3;17;11;34;12;109;27;219
;Médio Completo;6148;2585;2415;3728;2853;6331;5259;5419;2484;37222;6148;2585;2415;3728;2853;6331;5259;5419;2484;37222
;Médio Incompleto;366;116;127;241;139;310;242;208;106;1855;366;116;127;241;139;310;242;208;106;1855
;Superior Completo;1186;702;826;1530;1084;2541;1647;3440;1804;14760;1186;702;826;1530;1084;2541;1647;3440;1804;14760
;Superior Incompleto;473;212;253;318;215;300;273;246;264;2554;473;212;253;318;215;300;273;246;264;2554
2021;Total;9331;4957;4343;6681;5308;10605;9693;9540;6390;66848;9331;4957;4343;6681;5308;10605;9693;9540;6390;66848
;5ª Completo Fundamental;48;25;26;30;37;67;62;34;12;341;48;25;26;30;37;67;62;34;12;341
;6ª a 9ª Fundamental;108;53;64;66;65;161;127;187;65;896;108;53;64;66;65;161;127;187;65;896
;Analfabeto;29;17;5;5;5;7;10;8;1;87;29;17;5;5;5;7;10;8;1;87
;Até 5ª Incompleto;47;36;22;39;43;66;72;67;13;405;47;36;22;39;43;66;72;67;13;405
;Doutorado;0;2;1;2;3;4;4;40;9;65;0;2;1;2;3;4;4;40;9;65
;Fundamental Completo;275;168;105;170;142;308;268;357;90;1883;275;168;105;170;142;308;268;357;90;1883
;Mestrado;2;7;4;6;7;30;20;97;55;228;2;7;4;6;7;30;20;97;55;228
;Médio Completo;6650;3270;2850;4130;3230;6610;6192;4980;3051;40963;6650;3270;2850;4130;3230;6610;6192;4980;3051;40963
;Médio Incompleto;370;163;133;249;152;328;262;657;102;2416;370;163;133;249;152;328;262;657;102;2416
;Superior Completo;1302;902;879;1656;1355;2688;2357;2907;2635;16681;1302;902;879;1656;1355;2688;2357;2907;2635;16681
;Superior Incompleto;500;314;254;328;269;336;319;206;357;2883;500;314;254;328;269;336;319;206;357;2883
Total;Total;57908;26335;25548;42236;35731;62545;51307;40467;43767;385844;57908;26335;25548;42236;35731;62545;51307;40467;43767;385844
;5ª Completo Fundamental;412;161;160;283;316;638;386;296;157;2809;412;161;160;283;316;638;386;296;157;2809
;6ª a 9ª Fundamental;864;380;390;620;671;1424;1032;1261;826;7468;864;380;390;620;671;1424;1032;1261;826;7468
;Analfabeto;97;44;12;15;52;31;63;14;3;331;97;44;12;15;52;31;63;14;3;331
;Até 5ª Incompleto;288;143;214;264;326;513;572;470;278;3068;288;143;214;264;326;513;572;470;278;3068
;Doutorado;10;7;2;10;16;24;23;125;48;265;10;7;2;10;16;24;23;125;48;265
;Fundamental Completo;2410;1284;1029;1509;1184;2666;1825;1617;1144;14668;2410;1284;1029;1509;1184;2666;1825;1617;1144;14668
;Mestrado;25;31;19;76;53;100;54;299;184;841;25;31;19;76;53;100;54;299;184;841
;Médio Completo;41141;17231;15905;25274;22300;38886;33211;20936;23547;238431;41141;17231;15905;25274;22300;38886;33211;20936;23547;238431
;Médio Incompleto;2893;1017;1082;2180;1576;2730;2172;1922;921;16493;2893;1017;1082;2180;1576;2730;2172;1922;921;16493
;Superior Completo;6626;4537;5220;9769;7513;13401;10206;12361;15021;84654;6626;4537;5220;9769;7513;13401;10206;12361;15021;84654
;Superior Incompleto;3142;1500;1515;2236;1724;2132;1763;1166;1638;16816;3142;1500;1515;2236;1724;2132;1763;1166;1638;16816
UF = 53 - Distrito Federal
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total
2015;Total;5253;2442;2793;3093;2134;2565;2123;4982;31015;56400;5253;2442;2793;3093;2134;2565;2123;4982;31015;56400
;5ª Completo Fundamental;17;7;2;13;0;8;6;24;61;138;17;7;2;13;0;8;6;24;61;138
;6ª a 9ª Fundamental;35;22;29;44;23;35;21;78;260;547;35;22;29;44;23;35;21;78;260;547
;Analfabeto;0;0;4;0;0;0;0;3;2;9;0;0;4;0;0;0;0;3;2;9
;Até 5ª Incompleto;3;8;7;4;4;8;4;19;61;118;3;8;7;4;4;8;4;19;61;118
;Doutorado;2;1;0;1;0;1;1;3;224;233;2;1;0;1;0;1;1;3;224;233
;Fundamental Completo;202;81;100;124;68;71;43;129;312;1130;202;81;100;124;68;71;43;129;312;1130
;Mestrado;2;5;3;2;6;10;0;22;1157;1207;2;5;3;2;6;10;0;22;1157;1207
;Médio Completo;4014;1694;1870;1897;1316;1535;1307;3226;11554;28413;4014;1694;1870;1897;1316;1535;1307;3226;11554;28413
;Médio Incompleto;217;100;102;145;96;118;78;180;451;1487;217;100;102;145;96;118;78;180;451;1487
;Superior Completo;477;370;475;683;469;587;574;1114;14464;19213;477;370;475;683;469;587;574;1114;14464;19213
;Superior Incompleto;284;154;201;180;152;192;89;184;2469;3905;284;154;201;180;152;192;89;184;2469;3905
2016;Total;5370;2800;2821;3613;2258;3091;1926;4605;37876;64360;5370;2800;2821;3613;2258;3091;1926;4605;37876;64360
;5ª Completo Fundamental;10;6;3;11;2;8;2;31;49;122;10;6;3;11;2;8;2;31;49;122
;6ª a 9ª Fundamental;35;20;29;34;25;52;4;83;246;528;35;20;29;34;25;52;4;83;246;528
;Analfabeto;1;1;3;0;0;0;0;3;3;11;1;1;3;0;0;0;0;3;3;11
;Até 5ª Incompleto;5;8;7;6;1;14;0;23;52;116;5;8;7;6;1;14;0;23;52;116
;Doutorado;1;2;0;1;0;1;1;5;446;457;1;2;0;1;0;1;1;5;446;457
;Fundamental Completo;189;90;68;109;56;96;11;123;283;1025;189;90;68;109;56;96;11;123;283;1025
;Mestrado;6;2;1;4;1;2;1;23;1556;1596;6;2;1;4;1;2;1;23;1556;1596
;Médio Completo;4007;1884;1929;2214;1362;1778;1280;2910;13672;31036;4007;1884;1929;2214;1362;1778;1280;2910;13672;31036
;Médio Incompleto;203;103;98;162;84;133;42;173;447;1445;203;103;98;162;84;133;42;173;447;1445
;Superior Completo;606;482;517;812;568;840;513;1037;18229;23604;606;482;517;812;568;840;513;1037;18229;23604
;Superior Incompleto;307;202;166;260;159;167;72;194;2893;4420;307;202;166;260;159;167;72;194;2893;4420
2017;Total;5534;3069;3073;3866;2254;3368;1793;5131;40313;68401;5534;3069;3073;3866;2254;3368;1793;5131;40313;68401
;5ª Completo Fundamental;8;3;4;6;2;9;2;26;39;99;8;3;4;6;2;9;2;26;39;99
;6ª a 9ª Fundamental;31;23;27;34;24;49;18;71;207;484;31;23;27;34;24;49;18;71;207;484
;Analfabeto;1;2;0;2;0;0;0;2;2;9;1;2;0;2;0;0;0;2;2;9
;Até 5ª Incompleto;9;8;5;4;4;14;4;23;46;117;9;8;5;4;4;14;4;23;46;117
;Doutorado;0;2;0;2;0;2;1;6;495;508;0;2;0;2;0;2;1;6;495;508
;Fundamental Completo;162;96;84;105;47;96;21;110;263;984;162;96;84;105;47;96;21;110;263;984
;Mestrado;5;3;2;6;3;8;1;23;1697;1748;5;3;2;6;3;8;1;23;1697;1748
;Médio Completo;4126;1988;2089;2306;1321;1890;1108;3284;14296;32408;4126;1988;2089;2306;1321;1890;1108;3284;14296;32408
;Médio Incompleto;172;92;97;133;56;147;70;147;431;1345;172;92;97;133;56;147;70;147;431;1345
;Superior Completo;659;639;571;988;609;954;471;1265;19757;25913;659;639;571;988;609;954;471;1265;19757;25913
;Superior Incompleto;361;213;194;280;188;199;97;174;3080;4786;361;213;194;280;188;199;97;174;3080;4786
2018;Total;5894;3168;3388;3950;2569;3770;1352;4616;48811;77518;5894;3168;3388;3950;2569;3770;1352;4616;48811;77518
;5ª Completo Fundamental;14;5;5;7;7;7;6;13;43;107;14;5;5;7;7;7;6;13;43;107
;6ª a 9ª Fundamental;28;27;24;29;25;47;23;31;217;451;28;27;24;29;25;47;23;31;217;451
;Analfabeto;1;1;0;2;1;1;0;1;4;11;1;1;0;2;1;1;0;1;4;11
;Até 5ª Incompleto;9;9;6;6;4;11;5;9;50;109;9;9;6;6;4;11;5;9;50;109
;Doutorado;0;2;2;2;1;5;5;12;585;614;0;2;2;2;1;5;5;12;585;614
;Fundamental Completo;157;103;66;120;57;78;33;62;250;926;157;103;66;120;57;78;33;62;250;926
;Mestrado;5;5;2;3;6;22;17;33;2210;2303;5;5;2;3;6;22;17;33;2210;2303
;Médio Completo;4192;2025;2133;2272;1446;1976;835;2803;17518;35200;4192;2025;2133;2272;1446;1976;835;2803;17518;35200
;Médio Incompleto;170;87;104;109;73;166;49;94;486;1338;170;87;104;109;73;166;49;94;486;1338
;Superior Completo;883;672;783;1106;744;1196;334;1373;23851;30942;883;672;783;1106;744;1196;334;1373;23851;30942
;Superior Incompleto;435;232;263;294;205;261;45;185;3597;5517;435;232;263;294;205;261;45;185;3597;5517
2019;Total;6122;3416;3537;3819;2740;4041;1684;6494;51067;82920;6122;3416;3537;3819;2740;4041;1684;6494;51067;82920
